volume,date,MW_Prediction
607442.0,2021-03-29,693979.4
640386.0,2021-03-30,693979.4
646764.0,2021-03-31,693979.4
645754.0,2021-04-01,693979.4
615369.0,2021-04-02,693979.4
614214.0,2021-04-03,622666.75
536381.0,2021-04-04,618980.1
557312.0,2021-04-05,683221.0
684336.0,2021-04-06,683221.0
755827.0,2021-04-07,683221.0
676449.0,2021-04-08,683221.0
707478.0,2021-04-09,683221.0
665597.0,2021-04-10,611578.7
649608.0,2021-04-11,607892.06
735821.0,2021-04-12,681981.4
739300.0,2021-04-13,681981.4
725041.0,2021-04-14,678989.25
718835.0,2021-04-15,678989.25
705818.0,2021-04-16,678989.25
617032.0,2021-04-17,603012.44
607469.0,2021-04-18,599325.8
666242.0,2021-04-19,658789.56
678147.0,2021-04-20,658789.56
673408.0,2021-04-21,658789.56
661315.0,2021-04-22,658789.56
631670.0,2021-04-23,658789.56
559426.0,2021-04-24,588622.2
561465.0,2021-04-25,584935.56
654672.0,2021-04-26,658789.56
693528.0,2021-04-27,658789.56
695262.0,2021-04-28,658789.56
711256.0,2021-04-29,658789.56
690504.0,2021-04-30,658789.56
624182.0,2021-05-01,580455.0
595820.0,2021-05-02,576768.4
626720.0,2021-05-03,638156.4
650185.0,2021-05-04,634934.1
691402.0,2021-05-05,630829.25
700921.0,2021-05-06,630829.25
674685.0,2021-05-07,630829.25
619107.0,2021-05-08,562559.3
567338.0,2021-05-09,558872.7
621401.0,2021-05-10,630829.25
647421.0,2021-05-11,630829.25
667951.0,2021-05-12,630829.25
682043.0,2021-05-13,630829.25
683602.0,2021-05-14,630829.25
615928.0,2021-05-15,562559.3
599787.0,2021-05-16,558872.7
668886.0,2021-05-17,630829.25
661858.0,2021-05-18,630829.25
653081.0,2021-05-19,630829.25
666401.0,2021-05-20,630829.25
642776.0,2021-05-21,630829.25
611333.0,2021-05-22,562559.3
584929.0,2021-05-23,558872.7
661934.0,2021-05-24,630829.25
674427.0,2021-05-25,630829.25
675912.0,2021-05-26,630829.25
650236.0,2021-05-27,630829.25
643288.0,2021-05-28,630829.25
559528.0,2021-05-29,562559.3
510635.0,2021-05-30,558872.7
523884.0,2021-05-31,630829.25
578838.0,2021-06-01,630829.25
598251.0,2021-06-02,630829.25
620628.0,2021-06-03,630829.25
608816.0,2021-06-04,630829.25
535046.0,2021-06-05,562559.3
548546.0,2021-06-06,558872.7
616430.0,2021-06-07,630829.25
604329.0,2021-06-08,630829.25
607618.0,2021-06-09,630829.25
625592.0,2021-06-10,630829.25
594446.0,2021-06-11,630829.25
519170.0,2021-06-12,562559.3
511584.0,2021-06-13,558872.7
594358.0,2021-06-14,630829.25
599142.0,2021-06-15,630829.25
621035.0,2021-06-16,630829.25
655965.0,2021-06-17,630829.25
645537.0,2021-06-18,630829.25
577962.0,2021-06-19,562559.3
573710.0,2021-06-20,558872.7
639942.0,2021-06-21,630829.25
625568.0,2021-06-22,630829.25
613329.0,2021-06-23,630829.25
640179.0,2021-06-24,630829.25
605465.0,2021-06-25,630829.25
543308.0,2021-06-26,562559.3
561471.0,2021-06-27,558872.7
647972.0,2021-06-28,630829.25
647695.0,2021-06-29,630829.25
634803.0,2021-06-30,630829.25
629371.0,2021-07-01,630829.25
619259.0,2021-07-02,630829.25
578902.0,2021-07-03,562559.3
557866.0,2021-07-04,558872.7
617504.0,2021-07-05,630829.25
618989.0,2021-07-06,630829.25
628662.0,2021-07-07,630829.25
633124.0,2021-07-08,630829.25
632220.0,2021-07-09,630829.25
578815.0,2021-07-10,562559.3
558330.0,2021-07-11,558872.7
635792.0,2021-07-12,630829.25
627643.0,2021-07-13,630829.25
614639.0,2021-07-14,630829.25
619706.0,2021-07-15,630829.25
593986.0,2021-07-16,630829.25
534996.0,2021-07-17,562559.3
533808.0,2021-07-18,558872.7
633703.0,2021-07-19,630829.25
645278.0,2021-07-20,630829.25
645442.0,2021-07-21,630829.25
636913.0,2021-07-22,630829.25
612369.0,2021-07-23,630829.25
553598.0,2021-07-24,562559.3
549753.0,2021-07-25,558872.7
609955.0,2021-07-26,630829.25
631936.0,2021-07-27,630829.25
593510.0,2021-07-28,630829.25
564516.0,2021-07-29,630829.25
606398.0,2021-07-30,630829.25
548151.0,2021-07-31,562559.3
545099.0,2021-08-01,558872.7
608402.0,2021-08-02,630829.25
606870.0,2021-08-03,630829.25
594511.0,2021-08-04,630829.25
596782.0,2021-08-05,630829.25
566709.0,2021-08-06,630829.25
528771.0,2021-08-07,562559.3
511378.0,2021-08-08,558872.7
598506.0,2021-08-09,630829.25
606851.0,2021-08-10,630829.25
606775.0,2021-08-11,630829.25
599532.0,2021-08-12,630829.25
567374.0,2021-08-13,630829.25
539090.0,2021-08-14,562559.3
540922.0,2021-08-15,558872.7
598526.0,2021-08-16,630829.25
