date,MW_Prediction
2021-08-22 00:00:00,78.13812
2021-08-22 00:05:06,78.13812
2021-08-22 00:10:12,78.13812
2021-08-22 00:15:18,78.13812
2021-08-22 00:20:24,78.13812
2021-08-22 00:25:30,78.13812
2021-08-22 00:30:36,78.13812
2021-08-22 00:35:42,78.13812
2021-08-22 00:40:48,78.13812
2021-08-22 00:45:54,78.13812
2021-08-22 00:51:00,78.13812
2021-08-22 00:56:06,78.13812
2021-08-22 01:01:12,77.22065
2021-08-22 01:06:18,77.22065
2021-08-22 01:11:24,77.22065
2021-08-22 01:16:30,77.22065
2021-08-22 01:21:36,77.22065
2021-08-22 01:26:42,77.22065
2021-08-22 01:31:48,77.22065
2021-08-22 01:36:54,77.22065
2021-08-22 01:42:00,77.22065
2021-08-22 01:47:06,77.22065
2021-08-22 01:52:12,77.22065
2021-08-22 01:57:18,77.22065
2021-08-22 02:02:24,75.30173
2021-08-22 02:07:30,75.30173
2021-08-22 02:12:36,75.30173
2021-08-22 02:17:42,75.30173
2021-08-22 02:22:48,75.30173
2021-08-22 02:27:54,75.30173
2021-08-22 02:33:00,75.30173
2021-08-22 02:38:06,75.30173
2021-08-22 02:43:12,75.30173
2021-08-22 02:48:18,75.30173
2021-08-22 02:53:24,75.30173
2021-08-22 02:58:30,75.30173
2021-08-22 03:03:36,73.75253
2021-08-22 03:08:42,73.75253
2021-08-22 03:13:48,73.75253
2021-08-22 03:18:54,73.75253
2021-08-22 03:24:00,73.75253
2021-08-22 03:29:06,73.75253
2021-08-22 03:34:12,73.75253
2021-08-22 03:39:18,73.75253
2021-08-22 03:44:24,73.75253
2021-08-22 03:49:30,73.75253
2021-08-22 03:54:36,73.75253
2021-08-22 03:59:42,73.75253
2021-08-22 04:04:48,73.75253
2021-08-22 04:09:54,73.75253
2021-08-22 04:15:00,73.75253
2021-08-22 04:20:06,73.75253
2021-08-22 04:25:12,73.75253
2021-08-22 04:30:18,73.75253
2021-08-22 04:35:24,73.75253
2021-08-22 04:40:30,73.75253
2021-08-22 04:45:36,73.75253
2021-08-22 04:50:42,73.75253
2021-08-22 04:55:48,73.75253
2021-08-22 05:00:54,76.62058
2021-08-22 05:06:00,76.62058
2021-08-22 05:11:06,76.62058
2021-08-22 05:16:12,76.62058
2021-08-22 05:21:18,76.62058
2021-08-22 05:26:24,76.62058
2021-08-22 05:31:30,76.62058
2021-08-22 05:36:36,76.62058
2021-08-22 05:41:42,76.62058
2021-08-22 05:46:48,76.62058
2021-08-22 05:51:54,76.62058
2021-08-22 05:57:00,76.62058
2021-08-22 06:02:06,78.13992
2021-08-22 06:07:12,78.13992
2021-08-22 06:12:18,78.13992
2021-08-22 06:17:24,78.13992
2021-08-22 06:22:30,78.13992
2021-08-22 06:27:36,78.13992
2021-08-22 06:32:42,78.13992
2021-08-22 06:37:48,78.13992
2021-08-22 06:42:54,78.13992
2021-08-22 06:48:00,78.13992
2021-08-22 06:53:06,78.13992
2021-08-22 06:58:12,78.13992
2021-08-22 07:03:18,82.79662
2021-08-22 07:08:24,82.79662
2021-08-22 07:13:30,82.79662
2021-08-22 07:18:36,82.79662
2021-08-22 07:23:42,82.79662
2021-08-22 07:28:48,82.79662
2021-08-22 07:33:54,82.79662
2021-08-22 07:39:00,82.79662
2021-08-22 07:44:06,82.79662
