date,MW_Prediction
2021-08-18 17:20:24,30744.23
2021-08-18 17:25:30,30744.23
2021-08-18 17:30:36,30744.23
2021-08-18 17:35:42,30744.23
2021-08-18 17:40:48,30744.23
2021-08-18 17:45:54,30744.23
2021-08-18 17:51:00,30744.23
2021-08-18 17:56:06,30744.23
2021-08-18 18:01:12,30744.23
2021-08-18 18:06:18,30744.23
2021-08-18 18:11:24,30744.23
2021-08-18 18:16:30,30744.23
2021-08-18 18:21:36,30744.23
2021-08-18 18:26:42,30744.23
2021-08-18 18:31:48,30744.23
2021-08-18 18:36:54,30744.23
2021-08-18 18:42:00,30744.23
2021-08-18 18:47:06,30744.23
2021-08-18 18:52:12,30744.23
2021-08-18 18:57:18,30744.23
2021-08-18 19:02:24,30744.23
2021-08-18 19:07:30,30744.23
2021-08-18 19:12:36,30744.23
2021-08-18 19:17:42,30744.23
2021-08-18 19:22:48,30744.23
2021-08-18 19:27:54,30744.23
2021-08-18 19:33:00,30744.23
2021-08-18 19:38:06,30744.23
2021-08-18 19:43:12,30744.23
2021-08-18 19:48:18,30744.23
2021-08-18 19:53:24,30744.23
2021-08-18 19:58:30,30744.23
2021-08-18 20:03:36,29705.771
2021-08-18 20:08:42,29705.771
2021-08-18 20:13:48,29705.771
2021-08-18 20:18:54,29705.771
2021-08-18 20:24:00,29705.771
2021-08-18 20:29:06,29705.771
2021-08-18 20:34:12,29705.771
2021-08-18 20:39:18,29705.771
2021-08-18 20:44:24,29705.771
2021-08-18 20:49:30,29705.771
2021-08-18 20:54:36,29705.771
2021-08-18 20:59:42,29705.771
2021-08-18 21:04:48,27581.398
2021-08-18 21:09:54,27581.398
2021-08-18 21:15:00,27581.398
2021-08-18 21:20:06,27581.398
2021-08-18 21:25:12,27581.398
2021-08-18 21:30:18,27581.398
2021-08-18 21:35:24,27581.398
2021-08-18 21:40:30,27581.398
2021-08-18 21:45:36,27581.398
2021-08-18 21:50:42,27581.398
2021-08-18 21:55:48,27581.398
2021-08-18 22:00:54,24479.582
2021-08-18 22:06:00,24479.582
2021-08-18 22:11:06,24479.582
2021-08-18 22:16:12,24479.582
2021-08-18 22:21:18,24479.582
2021-08-18 22:26:24,24479.582
2021-08-18 22:31:30,24479.582
2021-08-18 22:36:36,24479.582
2021-08-18 22:41:42,24479.582
2021-08-18 22:46:48,24479.582
2021-08-18 22:51:54,24479.582
2021-08-18 22:57:00,24479.582
2021-08-18 23:02:06,22947.46
2021-08-18 23:07:12,22947.46
2021-08-18 23:12:18,22947.46
2021-08-18 23:17:24,22947.46
2021-08-18 23:22:30,22947.46
2021-08-18 23:27:36,22947.46
2021-08-18 23:32:42,22947.46
2021-08-18 23:37:48,22947.46
2021-08-18 23:42:54,22947.46
2021-08-18 23:48:00,22947.46
2021-08-18 23:53:06,22947.46
2021-08-18 23:58:12,22947.46
2021-08-19 00:03:18,21409.098
2021-08-19 00:08:24,21409.098
2021-08-19 00:13:30,21409.098
2021-08-19 00:18:36,21409.098
2021-08-19 00:23:42,21409.098
2021-08-19 00:28:48,21409.098
2021-08-19 00:33:54,21409.098
2021-08-19 00:39:00,21409.098
2021-08-19 00:44:06,21409.098
2021-08-19 00:49:12,21409.098
2021-08-19 00:54:18,21409.098
2021-08-19 00:59:24,21409.098
2021-08-19 01:04:30,21409.098
2021-08-19 01:09:36,21409.098
2021-08-19 01:14:42,21409.098
2021-08-19 01:19:48,21409.098
2021-08-19 01:24:54,21409.098
2021-08-19 01:30:00,21409.098
2021-08-19 01:35:06,21409.098
2021-08-19 01:40:12,21409.098
2021-08-19 01:45:18,21409.098
2021-08-19 01:50:24,21409.098
2021-08-19 01:55:30,21409.098
2021-08-19 02:00:36,21409.098
2021-08-19 02:05:42,21409.098
2021-08-19 02:10:48,21409.098
2021-08-19 02:15:54,21409.098
2021-08-19 02:21:00,21409.098
2021-08-19 02:26:06,21409.098
2021-08-19 02:31:12,21409.098
2021-08-19 02:36:18,21409.098
2021-08-19 02:41:24,21409.098
2021-08-19 02:46:30,21409.098
2021-08-19 02:51:36,21409.098
2021-08-19 02:56:42,21409.098
2021-08-19 03:01:48,21409.098
2021-08-19 03:06:54,21409.098
2021-08-19 03:12:00,21409.098
2021-08-19 03:17:06,21409.098
2021-08-19 03:22:12,21409.098
2021-08-19 03:27:18,21409.098
2021-08-19 03:32:24,21409.098
2021-08-19 03:37:30,21409.098
2021-08-19 03:42:36,21409.098
2021-08-19 03:47:42,21409.098
2021-08-19 03:52:48,21409.098
2021-08-19 03:57:54,21409.098
2021-08-19 04:03:00,21409.098
2021-08-19 04:08:06,21409.098
2021-08-19 04:13:12,21409.098
2021-08-19 04:18:18,21409.098
2021-08-19 04:23:24,21409.098
2021-08-19 04:28:30,21409.098
2021-08-19 04:33:36,21409.098
2021-08-19 04:38:42,21409.098
2021-08-19 04:43:48,21409.098
2021-08-19 04:48:54,21409.098
2021-08-19 04:54:00,21409.098
2021-08-19 04:59:06,21409.098
2021-08-19 05:04:12,22087.553
2021-08-19 05:09:18,22087.553
2021-08-19 05:14:24,22087.553
2021-08-19 05:19:30,22087.553
2021-08-19 05:24:36,22087.553
2021-08-19 05:29:42,22087.553
2021-08-19 05:34:48,22087.553
2021-08-19 05:39:54,22087.553
2021-08-19 05:45:00,22087.553
2021-08-19 05:50:06,22087.553
2021-08-19 05:55:12,22087.553
2021-08-19 06:00:18,26438.959
2021-08-19 06:05:24,26438.959
2021-08-19 06:10:30,26438.959
2021-08-19 06:15:36,26438.959
2021-08-19 06:20:42,26438.959
2021-08-19 06:25:48,26438.959
2021-08-19 06:30:54,26438.959
2021-08-19 06:36:00,26438.959
2021-08-19 06:41:06,26438.959
2021-08-19 06:46:12,26438.959
2021-08-19 06:51:18,26438.959
2021-08-19 06:56:24,26438.959
2021-08-19 07:01:30,29001.418
2021-08-19 07:06:36,29001.418
2021-08-19 07:11:42,29001.418
2021-08-19 07:16:48,29001.418
2021-08-19 07:21:54,29001.418
2021-08-19 07:27:00,29001.418
2021-08-19 07:32:06,29001.418
2021-08-19 07:37:12,29001.418
2021-08-19 07:42:18,29001.418
2021-08-19 07:47:24,29001.418
2021-08-19 07:52:30,29001.418
2021-08-19 07:57:36,29001.418
2021-08-19 08:02:42,29451.322
2021-08-19 08:07:48,29451.322
2021-08-19 08:12:54,29451.322
2021-08-19 08:18:00,29451.322
2021-08-19 08:23:06,29451.322
2021-08-19 08:28:12,29451.322
2021-08-19 08:33:18,29451.322
2021-08-19 08:38:24,29451.322
2021-08-19 08:43:30,29451.322
2021-08-19 08:48:36,29451.322
2021-08-19 08:53:42,29451.322
2021-08-19 08:58:48,29451.322
2021-08-19 09:03:54,29451.322
2021-08-19 09:09:00,29451.322
2021-08-19 09:14:06,29451.322
2021-08-19 09:19:12,29451.322
2021-08-19 09:24:18,29451.322
2021-08-19 09:29:24,29451.322
2021-08-19 09:34:30,29451.322
2021-08-19 09:39:36,29451.322
2021-08-19 09:44:42,29451.322
2021-08-19 09:49:48,29451.322
2021-08-19 09:54:54,29451.322
2021-08-19 10:00:00,29451.322
2021-08-19 10:05:06,29451.322
2021-08-19 10:10:12,29451.322
2021-08-19 10:15:18,29451.322
2021-08-19 10:20:24,29451.322
2021-08-19 10:25:30,29451.322
2021-08-19 10:30:36,29451.322
2021-08-19 10:35:42,29451.322
2021-08-19 10:40:48,29451.322
2021-08-19 10:45:54,29451.322
2021-08-19 10:51:00,29451.322
2021-08-19 10:56:06,29451.322
2021-08-19 11:01:12,29451.322
2021-08-19 11:06:18,29451.322
2021-08-19 11:11:24,29451.322
2021-08-19 11:16:30,29451.322
2021-08-19 11:21:36,29451.322
2021-08-19 11:26:42,29451.322
2021-08-19 11:31:48,29451.322
2021-08-19 11:36:54,29451.322
2021-08-19 11:42:00,29451.322
2021-08-19 11:47:06,29451.322
2021-08-19 11:52:12,29451.322
2021-08-19 11:57:18,29451.322
2021-08-19 12:02:24,29451.322
2021-08-19 12:07:30,29451.322
2021-08-19 12:12:36,29451.322
2021-08-19 12:17:42,29451.322
2021-08-19 12:22:48,29451.322
2021-08-19 12:27:54,29451.322
2021-08-19 12:33:00,29451.322
2021-08-19 12:38:06,29451.322
2021-08-19 12:43:12,29451.322
2021-08-19 12:48:18,29451.322
2021-08-19 12:53:24,29451.322
2021-08-19 12:58:30,29451.322
2021-08-19 13:03:36,29451.322
2021-08-19 13:08:42,29451.322
2021-08-19 13:13:48,29451.322
2021-08-19 13:18:54,29451.322
2021-08-19 13:24:00,29451.322
2021-08-19 13:29:06,29451.322
2021-08-19 13:34:12,29451.322
2021-08-19 13:39:18,29451.322
2021-08-19 13:44:24,29451.322
2021-08-19 13:49:30,29451.322
2021-08-19 13:54:36,29451.322
2021-08-19 13:59:42,29451.322
2021-08-19 14:04:48,29451.322
2021-08-19 14:09:54,29451.322
2021-08-19 14:15:00,29451.322
2021-08-19 14:20:06,29451.322
2021-08-19 14:25:12,29451.322
2021-08-19 14:30:18,29451.322
2021-08-19 14:35:24,29451.322
2021-08-19 14:40:30,29451.322
2021-08-19 14:45:36,29451.322
2021-08-19 14:50:42,29451.322
2021-08-19 14:55:48,29451.322
2021-08-19 15:00:54,29661.68
2021-08-19 15:06:00,29661.68
2021-08-19 15:11:06,29661.68
2021-08-19 15:16:12,29661.68
2021-08-19 15:21:18,29661.68
2021-08-19 15:26:24,29661.68
2021-08-19 15:31:30,29661.68
2021-08-19 15:36:36,29661.68
2021-08-19 15:41:42,29661.68
2021-08-19 15:46:48,29661.68
2021-08-19 15:51:54,29661.68
2021-08-19 15:57:00,29661.68
2021-08-19 16:02:06,30744.23
2021-08-19 16:07:12,30744.23
2021-08-19 16:12:18,30744.23
2021-08-19 16:17:24,30744.23
2021-08-19 16:22:30,30744.23
2021-08-19 16:27:36,30744.23
2021-08-19 16:32:42,30744.23
2021-08-19 16:37:48,30744.23
2021-08-19 16:42:54,30744.23
2021-08-19 16:48:00,30744.23
2021-08-19 16:53:06,30744.23
2021-08-19 16:58:12,30744.23
2021-08-19 17:03:18,30744.23
2021-08-19 17:08:24,30744.23
2021-08-19 17:13:30,30744.23
2021-08-19 17:18:36,30744.23
2021-08-19 17:23:42,30744.23
2021-08-19 17:28:48,30744.23
2021-08-19 17:33:54,30744.23
2021-08-19 17:39:00,30744.23
2021-08-19 17:44:06,30744.23
2021-08-19 17:49:12,30744.23
2021-08-19 17:54:18,30744.23
2021-08-19 17:59:24,30744.23
2021-08-19 18:04:30,30744.23
2021-08-19 18:09:36,30744.23
2021-08-19 18:14:42,30744.23
2021-08-19 18:19:48,30744.23
2021-08-19 18:24:54,30744.23
2021-08-19 18:30:00,30744.23
2021-08-19 18:35:06,30744.23
2021-08-19 18:40:12,30744.23
2021-08-19 18:45:18,30744.23
2021-08-19 18:50:24,30744.23
2021-08-19 18:55:30,30744.23
2021-08-19 19:00:36,30744.23
2021-08-19 19:05:42,30744.23
2021-08-19 19:10:48,30744.23
2021-08-19 19:15:54,30744.23
2021-08-19 19:21:00,30744.23
2021-08-19 19:26:06,30744.23
2021-08-19 19:31:12,30744.23
2021-08-19 19:36:18,30744.23
2021-08-19 19:41:24,30744.23
2021-08-19 19:46:30,30744.23
2021-08-19 19:51:36,30744.23
2021-08-19 19:56:42,30744.23
2021-08-19 20:01:48,29705.771
2021-08-19 20:06:54,29705.771
2021-08-19 20:12:00,29705.771
2021-08-19 20:17:06,29705.771
2021-08-19 20:22:12,29705.771
2021-08-19 20:27:18,29705.771
2021-08-19 20:32:24,29705.771
2021-08-19 20:37:30,29705.771
2021-08-19 20:42:36,29705.771
2021-08-19 20:47:42,29705.771
2021-08-19 20:52:48,29705.771
2021-08-19 20:57:54,29705.771
2021-08-19 21:03:00,27581.398
2021-08-19 21:08:06,27581.398
2021-08-19 21:13:12,27581.398
2021-08-19 21:18:18,27581.398
2021-08-19 21:23:24,27581.398
2021-08-19 21:28:30,27581.398
2021-08-19 21:33:36,27581.398
2021-08-19 21:38:42,27581.398
2021-08-19 21:43:48,27581.398
2021-08-19 21:48:54,27581.398
2021-08-19 21:54:00,27581.398
2021-08-19 21:59:06,27581.398
2021-08-19 22:04:12,24479.582
2021-08-19 22:09:18,24479.582
2021-08-19 22:14:24,24479.582
2021-08-19 22:19:30,24479.582
2021-08-19 22:24:36,24479.582
2021-08-19 22:29:42,24479.582
2021-08-19 22:34:48,24479.582
2021-08-19 22:39:54,24479.582
2021-08-19 22:45:00,24479.582
2021-08-19 22:50:06,24479.582
2021-08-19 22:55:12,24479.582
2021-08-19 23:00:18,22947.46
2021-08-19 23:05:24,22947.46
2021-08-19 23:10:30,22947.46
2021-08-19 23:15:36,22947.46
2021-08-19 23:20:42,22947.46
2021-08-19 23:25:48,22947.46
2021-08-19 23:30:54,22947.46
2021-08-19 23:36:00,22947.46
2021-08-19 23:41:06,22947.46
2021-08-19 23:46:12,22947.46
2021-08-19 23:51:18,22947.46
2021-08-19 23:56:24,22947.46
